cardID,username,email,prename,surname,birthDate,sex,validityDate,state,,rights,street,postcode,city
ng6mgs77,MarLed,MaLe0051@stud.hs-kl.de,Marcel,Leduc,1976-09-16,male,2021-03-22,banned,,admin,Hans-Wilhelm-Hübel-Gasse 18,18101,Mainburg
bkdv9loq,AnnKit,AnKi0095@stud.hs-kl.de,Annemie,Kitzmann,1984-05-30,male,2019-11-22,banned,,user,Ruststraße 47,37390,Meißen
3tt8zp3n,NicAll,NiAl0003@stud.hs-kl.de,Nicolas,Allen,2004-08-23,female,2020-09-05,active,,user,Georgine-Scheibe-Allee 1/5,74580,Rosenheim
bfmh7r7r,JusChe,JuCh0073@stud.hs-kl.de,Justin,Chen,1992-09-11,diverse,2020-01-27,banned,,admin,Rosemannstr. 075,96445,Schongau
xnusp3zg,TinSch,TiSc0036@stud.hs-kl.de,Tino,Scheibe,1989-11-06,female,2020-05-20,active,,admin,Leonhard-Weinhage-Allee 4/1,45029,Kelheim
zfil2l6j,AriWul,ArWu0014@stud.hs-kl.de,Aribert,Wulf,1990-11-24,female,2021-01-10,inactive,,admin,Ercan-Eberth-Weg 98,18463,Olpe
nmjbzq3v,MarLou,MaLo0092@stud.hs-kl.de,Martine,Louis,1984-08-27,female,2020-03-31,banned,,admin,Ljudmila-Binner-Gasse 0/3,02571,Rudolstadt
avjflipx,EroHen,ErHe0072@stud.hs-kl.de,Erol,Henck,2010-03-18,diverse,2021-04-02,inactive,,user,Herrmanngasse 592,01200,Hansestadttralsund
2hu9vu3c,SimHen,SiHe0033@stud.hs-kl.de,Simona,Hentschel,2008-10-15,male,2020-07-24,active,,user,Guenther-Nette-Platz 4,91232,Siegen
oabdvv3j,HanLos,HaLo0016@stud.hs-kl.de,Hans D.,Losekann,1987-09-22,diverse,2019-10-19,inactive,,user,Hans-Georg-Schacht-Allee 7/7,61469,Parsberg
ipqitqxl,MatKab,MaKa0068@stud.hs-kl.de,Mattias,Kabus,1972-06-11,diverse,2021-06-28,inactive,,user,Löchelgasse 3,35916,Heiligenstadt
ldldx15w,VlaTlu,VlTl0053@stud.hs-kl.de,Vladimir,Tlustek,1998-05-11,male,2020-01-27,banned,,user,Ottmar-Mohaupt-Allee 8/8,79822,Hannover
ea2q79g8,JulAlv,JuAl0002@stud.hs-kl.de,Julia,Alvarez,2002-03-16,male,2021-01-18,active,,user,Hofmannallee 7/2,46436,Uelzen
wljj224v,CatAug,CaAu0043@stud.hs-kl.de,Catherine,Auger,1970-06-07,diverse,2020-07-05,active,,user,Wernerplatz 53,87073,Rehau
r2puy41x,RonTru,RoTr0039@stud.hs-kl.de,Ron,Trubin,1994-07-21,diverse,2019-10-15,banned,,admin,Yasemin-Kranz-Weg 595,61405,Böblingen
s8wr8uac,EkrRos,EkRo0014@stud.hs-kl.de,Ekrem,Rosenow,2017-09-04,female,2020-07-12,banned,,user,Beierplatz 4/0,70230,Grafenau
d8bhy7bl,LéoGom,LéGo0095@stud.hs-kl.de,Léon,Gomez,2004-11-27,diverse,2020-10-01,active,,user,Scheuermannring 2/8,26365,Neu-Ulm
ye1dkto9,CarGeh,CaGe0088@stud.hs-kl.de,Carlos,Gehringer,1985-01-03,diverse,2019-12-17,banned,,user,Elke-Förster-Allee 827,00831,Schmölln
vhi6yuv9,VicLec,ViLe0042@stud.hs-kl.de,Victor,Leconte,1978-09-25,female,2020-02-01,active,,admin,Steyallee 6,50716,Kitzingen
j099gse2,MalWei,MaWe0079@stud.hs-kl.de,Malgorzata,Weihmann,2019-04-29,male,2020-01-07,active,,user,Greta-Hecker-Gasse 4/8,68943,Geithain
dm27sqoy,MigMar,MiMa0002@stud.hs-kl.de,Miguel,Martin,1970-04-08,male,2020-03-09,active,,admin,Louis-Bolzmann-Gasse 53,98670,Ahaus
vrkysjrv,GerNet,GeNe0062@stud.hs-kl.de,Gero,Nette,1988-03-18,female,2021-04-26,active,,admin,Frank-Michael-Segebahn-Weg 412,28655,Badibling
6t2lrvdo,CenMei,CeMe0057@stud.hs-kl.de,Cengiz,Meister,2009-12-02,diverse,2020-02-05,inactive,,admin,Aleksandar-Karge-Allee 05,75823,Sankt Goar
frzmgrs6,ChrCol,ChCo0001@stud.hs-kl.de,Christopher,Collins,1995-09-27,male,2021-04-15,active,,user,Ruppertallee 1,04322,Celle
bgdjn8zo,AloWul,AlWu0038@stud.hs-kl.de,Aloys,Wulff,1994-09-01,diverse,2020-10-16,active,,admin,Försterallee 6,44439,Wernigerode
ksjabghl,ZoéAll,ZoAl0058@stud.hs-kl.de,Zoé,Allain,2010-06-20,female,2021-03-29,inactive,,user,Kreuselweg 58,96777,Oberviechtach
stajwjit,SteJon,StJo0028@stud.hs-kl.de,Steven,Jones,2016-05-03,female,2019-09-28,active,,admin,Ekkehart-Sontag-Platz 23,09315,Fürstenfeldbruck
rg6cslt0,LatKin,LaKi0047@stud.hs-kl.de,Latoya,King,2001-10-04,male,2019-10-10,inactive,,admin,Gotthardstraße 372,95135,Naila
2gr0qbf3,MelBat,MeBa0076@stud.hs-kl.de,Melanie,Bates,1987-08-27,male,2021-03-30,banned,,user,Ottoring 435,39995,Weißenfels
pnul7vki,SamPer,SaPe0015@stud.hs-kl.de,Samantha,Perry,2004-07-17,female,2021-07-06,active,,user,Gaby-Lorch-Allee 1/8,21797,Bernburg
j4azd0a6,CasHan,CaHa0025@stud.hs-kl.de,Cassandra,Hansen,1990-03-26,female,2019-07-21,banned,,admin,Wulffgasse 7,27935,Tecklenburg
ze8gellf,GünHet,GüHe0064@stud.hs-kl.de,Günther,Hettner,2011-12-30,diverse,2019-10-22,active,,user,Lachmannstr. 33,25175,Finsterwalde
g7z7p0s2,ÉdoBer,ÉdBe0067@stud.hs-kl.de,Édouard,Berger,1975-10-15,male,2019-11-30,active,,user,Stumpfweg 1/9,63135,Biedenkopf
q41ggwjt,AlyMit,AlMi0098@stud.hs-kl.de,Alyssa,Mitchell,1975-12-28,male,2020-12-13,inactive,,admin,Karl-Werner-auch Schlauchin-Gasse 1,16640,Starnberg
f9m09xj1,SuzPir,SuPi0046@stud.hs-kl.de,Suzanne,Pires,2017-08-04,male,2019-11-12,inactive,,user,Trommlerring 7/1,58387,Neustadtner Waldnaab
yik3sem1,GerReu,GeRe0014@stud.hs-kl.de,Gertraut,Reuter,1982-06-17,female,2020-01-06,active,,admin,Börnerstr. 5/2,61788,Ravensburg
hm6w8v5r,SylEtz,SyEt0004@stud.hs-kl.de,Sylke,Etzler,2016-01-10,male,2020-08-12,banned,,admin,Jolanda-Rohleder-Gasse 901,44690,Sebnitz
of8e99qd,LuiWei,LuWe0023@stud.hs-kl.de,Luisa,Weitzel,2014-04-10,diverse,2021-04-05,inactive,,admin,Roland-Lorch-Allee 2,06627,Fürstenfeldbruck
4u8pvaz8,TomGre,ToGr0043@stud.hs-kl.de,Tommy,Greene,1972-07-14,male,2021-06-07,inactive,,user,Undine-Kuhl-Straße 2,27806,Hannoversch Münden
58gbz47c,DorSpe,DoSp0049@stud.hs-kl.de,Dorothea,Speer,1991-11-23,diverse,2019-10-15,banned,,admin,Reinald-Schweitzer-Straße 43,08496,Kaiserslautern
po023pc6,ShaWea,ShWe0047@stud.hs-kl.de,Shane,Weaver,1987-04-16,male,2021-01-10,banned,,admin,Scholtzstraße 3,40576,Groß-Gerau
sc34b3nl,SteWig,StWi0063@stud.hs-kl.de,Steven,Wiggins,2007-08-08,male,2019-08-03,banned,,admin,Ester-Wirth-Allee 9,10922,Eisleben
24lf0q80,FraDel,FrDe0071@stud.hs-kl.de,Françoise,Delorme,2012-02-23,diverse,2020-11-04,banned,,user,Hamannplatz 95,69661,Ilmenau
mt4al7ex,DavDuh,DaDu0016@stud.hs-kl.de,David,Duhamel,2017-05-18,male,2019-10-08,active,,user,Wielochstraße 4/8,67725,Riesa
wsyorlwj,MerMie,MeMi0022@stud.hs-kl.de,Meral,Mielcarek,1988-10-19,female,2021-05-10,active,,admin,Aysel-Kambs-Straße 8,51043,Hoyerswerda
nz7kory3,MarMor,MaMo0066@stud.hs-kl.de,Margot,Morvan,1982-08-12,male,2020-12-13,banned,,admin,Striebitzstr. 2,53825,Eisenhüttenstadt
h869030f,LilMar,LiMa0067@stud.hs-kl.de,Lilli,Margraf,2010-10-24,female,2021-06-18,active,,admin,Dietzring 44,60380,Merseburg
51t74t76,VicBud,ViBu0067@stud.hs-kl.de,Victoria,Budig,2018-11-24,diverse,2019-08-03,banned,,user,Fritz-Holsten-Platz 2/1,69896,Gelnhausen
t4xj2fmm,BorPaf,BoPa0006@stud.hs-kl.de,Boris,Paffrath,1981-06-12,male,2020-03-29,banned,,user,Utz-Ullrich-Weg 309,65616,Griesbach Rottal
szfy35tq,ValReg,VaRe0046@stud.hs-kl.de,Valentine,Regnier,2012-02-06,female,2021-04-11,active,,user,Steckelallee 03,63983,Tuttlingen
wcucm7e7,AmaLow,AmLo0065@stud.hs-kl.de,Amanda,Lowe,2016-11-04,female,2020-12-16,banned,,user,Wesackstraße 9,81516,Grevesmühlen
gcox2nwg,LucDev,LuDe0094@stud.hs-kl.de,Lucy,Devaux,1991-01-16,female,2019-11-03,banned,,user,Finkering 8,71931,Bad Freienwalde
n8b63d56,IbrHer,IbHe0016@stud.hs-kl.de,Ibrahim,Hermighausen,2001-03-08,diverse,2020-03-08,inactive,,user,Meinrad-Hecker-Ring 313,66651,Schwandorf
bs4ltbok,EdeThi,EdTh0091@stud.hs-kl.de,Edelgard,Thies,1997-11-24,male,2019-11-19,active,,user,Henryk-Bohnbach-Allee 048,75439,Parsberg
r3weswmq,CorRit,CoRi0067@stud.hs-kl.de,Cory,Ritter,1973-02-16,female,2019-11-08,banned,,admin,Schinkegasse 531,27657,Erding
sgm91sxi,AdrAnd,AdAn0023@stud.hs-kl.de,Adrien,Andre,2006-06-03,diverse,2021-05-06,inactive,,admin,Annika-Radisch-Platz 7,01725,Greiz
17knvu8k,TheSch,ThSc0049@stud.hs-kl.de,Theresia,Schüler,1976-04-19,male,2020-09-28,active,,user,Steckelstr. 23,20298,Grevesmühlen
4vquy02y,SusDuh,SuDu0032@stud.hs-kl.de,Susanne,Duhamel,1986-11-22,male,2020-10-31,active,,admin,Lotti-Mülichen-Ring 66,44875,Backnang
sscj10j1,ChrDa ,ChDa0086@stud.hs-kl.de,Christine,Da Silva,1994-11-23,male,2020-03-11,banned,,user,Gießallee 393,81442,Auerbach
oe0k090d,GeoPoh,GePo0083@stud.hs-kl.de,Georgia,Pohl,1987-02-11,male,2020-04-18,active,,user,Steygasse 1/6,82978,Nördlingen
snkqpe1o,AneHöv,AnHö0027@stud.hs-kl.de,Aneta,Hövel,2017-02-18,diverse,2019-11-12,active,,user,Hethurring 4/8,07606,Ingolstadt
vawdwckd,GerSch,GeSc0029@stud.hs-kl.de,Gerfried,Schenk,1984-02-24,male,2021-02-21,banned,,user,Susanna-Albers-Ring 8,08176,Northeim
pvyt3g94,TorRei,ToRe0082@stud.hs-kl.de,Toralf,Reichmann,1975-07-01,female,2020-05-15,banned,,user,Hartmanngasse 6/0,06101,Erfurt
c9rzb5su,DanWoh,DaWo0038@stud.hs-kl.de,Dana,Wohlgemut,1999-02-27,female,2021-02-11,banned,,user,Angelique-Gehringer-Straße 59,25721,Hildburghausen
rzhhc9ou,AlbTlu,AlTl0074@stud.hs-kl.de,Albertine,Tlustek,1976-08-01,female,2019-10-01,banned,,admin,Freya-Lübs-Allee 7/3,75982,Bayreuth
quq9n9o2,JesAvi,JeAv0004@stud.hs-kl.de,Jesus,Avila,2010-10-19,diverse,2020-01-26,banned,,admin,Seidelweg 8,15746,Hohenmölsen
lbkec2rd,TheHar,ThHa0038@stud.hs-kl.de,Theodora,Harloff,2010-10-02,male,2019-07-25,active,,admin,Maria-Weller-Platz 4,09684,Ansbach
jx0ppheo,AntVog,AnVo0041@stud.hs-kl.de,Anthony,Vogt,1988-07-06,female,2020-12-03,active,,user,Oxana-Kranz-Ring 0/1,89970,Stuttgart
14e9xdqt,MicMas,MiMa0031@stud.hs-kl.de,Michèle,Masson,2018-02-17,male,2021-07-03,banned,,admin,Dietlinde-Girschner-Straße 1/9,72557,Jessen
gjnqhn30,SheMcg,ShMc0038@stud.hs-kl.de,Shelley,Mcguire,1992-05-31,female,2020-04-23,inactive,,admin,Steinbergplatz 1,46673,Cuxhaven
4copfglb,RyaBow,RyBo0006@stud.hs-kl.de,Ryan,Bowman,2016-12-16,diverse,2020-06-19,banned,,admin,Bohnbachring 8/7,10474,Bremervörde
o5othp3t,StéPer,StPe0067@stud.hs-kl.de,Stéphanie,Pereira,2003-09-22,female,2020-07-11,active,,admin,Hendriksweg 7/1,54216,Vohenstrauß
u7wicf41,DanPit,DaPi0094@stud.hs-kl.de,Danielle,Pitts,2019-11-08,diverse,2020-02-12,banned,,user,Hans-Jörg-Noack-Allee 574,95826,Strasburg
5h1pjbjj,SteWal,StWa0089@stud.hs-kl.de,Steven,Walker,1975-09-12,female,2020-06-03,inactive,,user,Carina-Karge-Ring 9/9,13916,Geldern
on100sm1,MegSil,MeSi0018@stud.hs-kl.de,Megan,Silva,2000-08-01,female,2020-01-13,active,,admin,Fröhlichstraße 0,22028,Zossen
xioqa46b,DenCol,DeCo0017@stud.hs-kl.de,Denise,Collin,1970-07-13,diverse,2021-02-05,active,,user,Mühlestr. 0,23924,Emmendingen
km8y2d9s,CélPas,CéPa0085@stud.hs-kl.de,Célina,Pasquier,2015-07-12,male,2021-03-31,banned,,user,Viktoria-Gehringer-Allee 533,48980,Lüdinghausen
gv2sd51x,RobMer,RoMe0051@stud.hs-kl.de,Robert,Mercier,1981-04-12,diverse,2020-07-16,active,,user,Bolzmannallee 3,20270,Grimma
p28y3pc7,EriHen,ErHe0008@stud.hs-kl.de,Eric,Henderson,1997-05-21,diverse,2020-01-09,active,,admin,Tülay-Thies-Gasse 56,57075,Sangerhausen
j7w2oxkn,RyaCol,RyCo0023@stud.hs-kl.de,Ryan,Coleman,1973-05-01,male,2020-09-15,inactive,,user,Sölzerstr. 971,14898,Wiedenbrück
tuki7vny,KarWei,KaWe0061@stud.hs-kl.de,Karl-Heinrich,Weimer,1970-08-30,diverse,2020-03-22,inactive,,admin,Schulzring 9/6,12336,Reutlingen
hx5412p0,LauHal,LaHa0082@stud.hs-kl.de,Laura,Hall,1973-01-20,diverse,2021-04-18,banned,,user,Constantin-Schinke-Platz 146,34219,Angermünde
5r5ipdsa,LauPat,LaPa0047@stud.hs-kl.de,Lauren,Patterson,2013-04-24,male,2019-09-13,banned,,admin,Gutknechtplatz 71,55350,Altentreptow
2hyzouvd,HeiPöl,HePö0009@stud.hs-kl.de,Heidelore,Pölitz,2020-09-07,diverse,2019-07-23,active,,user,Kaspar-Gertz-Straße 88,89178,Soltau
dpcjfo6x,VirTou,ViTo0019@stud.hs-kl.de,Virginie,Toussaint,2020-06-17,male,2020-09-18,banned,,admin,Helmuth-Krause-Allee 2,49108,Jülich
q1qdxsob,CélGuy,CéGu0055@stud.hs-kl.de,Céline,Guyot,1988-06-05,female,2019-12-30,inactive,,user,Christa-Maria-Fischer-Straße 6/5,42067,Apolda
0veqqekn,GesSeg,GeSe0023@stud.hs-kl.de,Gesine,Segebahn,1971-11-08,female,2019-09-15,banned,,admin,Jäkelweg 7/1,73222,Gütersloh
wyrfgfr1,PerSmi,PeSm0054@stud.hs-kl.de,Perry,Smith,1990-11-28,female,2021-04-08,active,,user,Victoria-Heß-Allee 5/8,41713,Schleiz
ej9u0j9x,BraArm,BrAr0073@stud.hs-kl.de,Brandon,Armstrong,1977-08-30,male,2020-08-16,inactive,,user,Schlosserweg 4/3,86538,Höxter
3invq5tc,ChrWeb,ChWe0051@stud.hs-kl.de,Christine,Weber,2007-08-05,female,2020-11-13,banned,,admin,Maria-Theresia-Schenk-Ring 3,05626,Apolda
ioebg9cu,RosMie,RoMi0028@stud.hs-kl.de,Rosel,Mies,2016-11-13,diverse,2020-03-31,active,,user,Lia-Schmiedecke-Gasse 3/8,02828,Heinsberg
1uevycol,VinBri,ViBr0054@stud.hs-kl.de,Vincenzo,Briemer,2021-05-28,female,2021-06-06,inactive,,admin,Junckengasse 980,57448,Forst
46c9ig8v,JamVas,JaVa0076@stud.hs-kl.de,Jamie,Vasquez,1995-02-11,female,2020-05-09,active,,user,Polina-Bloch-Gasse 8,34452,Zossen
ta729rjb,SieCop,SiCo0054@stud.hs-kl.de,Sierra,Copeland,1973-07-06,male,2020-11-27,active,,user,Fiebigstr. 4/1,69935,Haldensleben
jmvjs1bu,JosGam,JoGa0062@stud.hs-kl.de,Joseph,Gamble,1993-02-12,female,2020-05-07,active,,admin,Nergerallee 5,32610,Kleve
r8acdspn,IliSei,IlSe0024@stud.hs-kl.de,Ilias,Seifert,2002-03-10,female,2019-12-23,active,,user,Ditschleringasse 757,51304,Forst
37r9a9fo,AshBar,AsBa0021@stud.hs-kl.de,Ashley,Barber,2011-04-17,diverse,2021-05-05,active,,user,Leonard-Barth-Ring 7/1,10812,Auerbach
nfzfhuae,RosMat,RoMa0093@stud.hs-kl.de,Rosmarie,Matthäi,2012-01-04,male,2020-08-18,banned,,user,Aumannallee 12,95632,Nordhausen
de7lxlzy,ChrAle,ChAl0021@stud.hs-kl.de,Chris,Alexander,2005-04-10,diverse,2020-01-30,banned,,admin,Jens-Uwe-Mende-Platz 25,88672,Bernburg
lf75ljgi,AliDel,AlDe0009@stud.hs-kl.de,Alicia,Deleon,1973-06-05,female,2021-06-12,inactive,,admin,Weihmannring 7/7,49014,Lüdinghausen
q1rqv6in,MarGuy,MaGu0095@stud.hs-kl.de,Martine,Guyon,2009-04-26,male,2019-11-04,active,,admin,Heserallee 588,56938,Schwäbisch Hall
1j8erapu,SieJac,SiJa0089@stud.hs-kl.de,Siegfried,Jacobi Jäckel,1975-08-23,female,2020-02-16,active,,admin,Eimerplatz 2,28816,Wetzlar
2lrmn30v,DawMcg,DaMc0047@stud.hs-kl.de,Dawn,Mcguire,2015-03-05,male,2020-09-18,banned,,user,Ditmar-Baum-Platz 95,40737,Saarbrücken
tky366y1,MarCou,MaCo0029@stud.hs-kl.de,Margaret,Courtois,1978-10-22,male,2021-03-02,active,,admin,Claas-Albers-Straße 82,86024,Quedlinburg
shoxr3zs,SusRus,SuRu0044@stud.hs-kl.de,Susan,Russo,1994-10-11,female,2021-01-02,inactive,,user,Rohlederstraße 2,67744,Kaiserslautern
n7eq9nua,SimLer,SiLe0016@stud.hs-kl.de,Simone,Leroy,1986-06-20,male,2020-12-07,banned,,admin,Jacqueline-Bender-Straße 26,98108,Erkelenz
nj9xgoqr,HelFla,HeFl0043@stud.hs-kl.de,Helmtrud,Flantz,2003-03-09,diverse,2021-04-02,inactive,,user,Lioba-Sontag-Gasse 2/2,70554,Uffenheim
cqz03in6,AméLac,AmLa0016@stud.hs-kl.de,Amélie,Lacroix,1992-06-01,female,2019-12-22,inactive,,admin,Gesa-Hörle-Ring 8,57930,Querfurt
ygbsxagx,MecDre,MeDr0006@stud.hs-kl.de,Mechtild,Drewes,1991-05-17,female,2019-09-23,active,,admin,Tlustekallee 761,19697,Forchheim
uczxven6,DanLeb,DaLe0024@stud.hs-kl.de,Daniel,Lebrun,2010-12-16,male,2021-04-20,banned,,admin,Misicherallee 65,65013,Potsdam
ebr6dwul,JamMar,JaMa0083@stud.hs-kl.de,James,Marsh,2006-12-23,diverse,2020-05-19,active,,admin,Klaus-Günter-Römer-Allee 760,12241,Germersheim
yk2gxdgy,RobFow,RoFo0002@stud.hs-kl.de,Robert,Fowler,1983-04-15,male,2020-09-05,active,,admin,Hettnerring 8,92666,Warendorf
nzry6gjv,RebKno,ReKn0084@stud.hs-kl.de,Rebecca,Knox,1988-01-01,male,2019-08-15,inactive,,user,Dussen vanstraße 55,47291,Prenzlau
cavpb3od,LorWes,LoWe0041@stud.hs-kl.de,Lorenzo,Wesack,1978-03-13,male,2021-01-15,active,,user,Hilde-Gutknecht-Platz 1/2,32616,Hammelburg
qb9euc14,IsaFer,IsFe0035@stud.hs-kl.de,Isaac,Fernandez,1978-08-14,male,2020-08-02,inactive,,admin,Erdmute-Hande-Weg 029,01577,Badibling
osiqxxdv,ChrLe,ChLe0042@stud.hs-kl.de,Christina,Le,2009-02-19,female,2020-03-25,inactive,,admin,Putzplatz 850,64985,Nordhausen
rlz6hgdo,AndHue,AnHu0072@stud.hs-kl.de,André,Huet,1995-09-17,female,2020-06-09,active,,admin,Schaafgasse 5,64509,Hildesheim
pev3fxue,KarCof,KaCo0044@stud.hs-kl.de,Karen,Coffey,1997-07-15,female,2021-01-08,banned,,user,Thanelallee 8,71701,Feuchtwangen
3aoetamu,HanBri,HaBr0058@stud.hs-kl.de,Hans D.,Briemer,1999-07-21,diverse,2021-03-09,inactive,,admin,Löchelstraße 9,82189,Merseburg
q02vvthi,SemZob,SeZo0032@stud.hs-kl.de,Semra,Zobel,2011-08-14,male,2021-05-27,active,,user,Pölitzallee 08,80360,Zeulenroda
2pz23xde,RebWil,ReWi0028@stud.hs-kl.de,Rebecca,Wilson,1989-01-22,diverse,2021-04-05,inactive,,user,Flantzgasse 0,83635,Hagenow
sc9k3l1v,ÉléBou,ÉlBo0081@stud.hs-kl.de,Éléonore,Bourgeois,2007-10-01,diverse,2020-03-30,banned,,admin,Budiggasse 557,95881,Hünfeld
5mev1vmq,RomKam,RoKa0093@stud.hs-kl.de,Roman,Kambs,1989-07-30,female,2021-02-24,active,,admin,Cathleen-Jacobi Jäckel-Weg 120,76814,Bad Mergentheim
mwb50azv,CesCol,CeCo0074@stud.hs-kl.de,Cesar,Coleman,1998-09-09,male,2020-09-07,inactive,,user,Claudia-Koch-Ring 3,89179,Bad Brückenau
e0acrlvl,SuzBri,SuBr0049@stud.hs-kl.de,Suzanne,Briand,1999-07-29,female,2020-04-22,active,,user,Sibel-Anders-Allee 4,06710,Stade
85whge6u,RenCou,ReCo0032@stud.hs-kl.de,René,Courtois,2008-03-27,male,2020-02-15,inactive,,user,Margareta-Ullrich-Platz 888,87757,Wesel
ie3w5tou,MicGon,MiGo0061@stud.hs-kl.de,Micheal,Gonzalez,2003-04-10,diverse,2020-10-09,active,,user,Alexandre-Zänker-Allee 7,80234,Lüdenscheid
t0qvlx8d,BayHüb,BaHü0079@stud.hs-kl.de,Bayram,Hübel,1991-01-01,diverse,2021-06-29,active,,admin,Häringstr. 9/6,32191,Neustadtner Waldnaab
bhgu9evz,HanBec,HaBe0083@stud.hs-kl.de,Hans-Günter,Beckmann,1980-04-13,diverse,2021-07-01,inactive,,user,Jungferring 790,14681,Schwabmünchen
kxwpgltk,EnvSch,EnSc0088@stud.hs-kl.de,Enver,Schuster,1985-08-06,male,2020-11-22,inactive,,admin,Geißlerstr. 4,63902,Emmendingen
kl5j7dn7,GreRup,GrRu0076@stud.hs-kl.de,Gretchen,Ruppert,1993-09-14,female,2020-01-14,banned,,admin,Ursel-Huhn-Weg 918,15245,Säckingen
ave9y2qk,MicOls,MiOl0065@stud.hs-kl.de,Michelle,Olson,2009-09-04,diverse,2020-05-04,banned,,admin,Kochweg 6,06026,Weimar
wzfrxjv6,XavHer,XaHe0069@stud.hs-kl.de,Xaver,Hermann,1972-01-11,male,2020-12-19,inactive,,admin,Carl-Bachmann-Straße 6/0,45437,Lüdinghausen
yfpmruy6,DiaLag,DiLa0061@stud.hs-kl.de,Diane,Lagarde,1997-12-21,male,2020-09-08,banned,,user,Enrico-Buchholz-Gasse 6,80592,Grimmen
ezqmt6jz,LucLeg,LuLe0054@stud.hs-kl.de,Lucie,Legendre,1997-07-25,male,2021-07-16,banned,,user,Schachtring 9/4,91309,Wunsiedel
lj5w1gis,HonLec,HoLe0012@stud.hs-kl.de,Honoré,Leconte,1992-07-08,diverse,2020-07-18,inactive,,user,Hans-Werner-Knappe-Platz 0/2,62694,Kötzting
kpqe1jws,AbrNie,AbNi0015@stud.hs-kl.de,Abram,Niemeier,2016-05-02,diverse,2020-06-11,active,,user,Esther-Fröhlich-Platz 4/7,89012,Meißen
1ft6fyl7,DonAll,DoAl0093@stud.hs-kl.de,Donna,Allen,1996-10-26,diverse,2021-07-16,inactive,,user,Patrizia-Henck-Gasse 4,95638,Pegnitz
v8ft5qok,RegTha,ReTh0072@stud.hs-kl.de,Regine,Thanel,1980-07-15,diverse,2020-04-28,inactive,,user,Losekannstraße 9/3,00815,Fallingbostel
0kjgf854,ThiDur,ThDu0093@stud.hs-kl.de,Thibault,Durand,1984-03-22,female,2019-08-10,active,,admin,Solveig-Segebahn-Weg 7/4,99269,Fürstenwalde
myix526x,AnoMul,AnMu0039@stud.hs-kl.de,Anouk,Muller,1975-06-22,male,2021-07-08,banned,,user,Kallertplatz 3/5,51820,Schmölln
drb8yujm,LouKeu,LoKe0017@stud.hs-kl.de,Louis,Keudel,1993-06-22,female,2021-06-05,inactive,,user,Andersstraße 203,55724,Duderstadt
sd1uvqbn,JolBoh,JoBo0047@stud.hs-kl.de,Jolanta,Bohlander,1975-11-14,female,2019-08-20,inactive,,admin,Schottinweg 57,86515,Hansestadttralsund
cre6of6q,JérFou,JéFo0003@stud.hs-kl.de,Jérôme,Fouquet,1995-04-27,diverse,2020-07-02,banned,,admin,Piepergasse 0,24022,Hohenmölsen
f09qqzku,FatHec,FaHe0045@stud.hs-kl.de,Fatima,Hecker,2012-03-04,diverse,2020-04-14,active,,admin,Gröttnerstraße 77,69249,Roding
upugfbuf,AntVal,AnVa0055@stud.hs-kl.de,Antonio,Valdez,1981-07-19,diverse,2020-05-31,active,,admin,Hölzenbecherstraße 338,80051,Duderstadt
s4dyxczk,AdiPru,AdPr0051@stud.hs-kl.de,Adina,Pruschke,2009-10-23,diverse,2021-03-30,banned,,user,Isa-Spieß-Platz 25,55324,Aachen
fs547wup,KriRoh,KrRo0045@stud.hs-kl.de,Kristiane,Rohleder,2003-03-09,male,2019-08-13,active,,user,Adriana-Meister-Allee 808,91645,Kulmbach
kzx0fjw2,NicBou,NiBo0035@stud.hs-kl.de,Nicolas,Bouvier,1997-12-07,male,2021-05-02,active,,user,Bergerweg 85,83483,Kulmbach
jgz1ponv,OscOtt,OsOt0044@stud.hs-kl.de,Oscar,Otto,2008-08-22,female,2020-03-09,banned,,user,Hermighausenweg 5,18036,Hettstedt
sojsf854,HenLec,HeLe0065@stud.hs-kl.de,Henri,Leconte,1980-10-04,female,2021-04-09,banned,,user,Hofmannstr. 5,85827,Uelzen
6hutz9np,MelMoo,MeMo0084@stud.hs-kl.de,Melanie,Moore,2017-03-21,diverse,2020-01-10,banned,,user,Sontagallee 30,13770,Main-Höchst
1qtu5pdd,SusLeb,SuLe0063@stud.hs-kl.de,Susanne,Lebon,1984-12-30,diverse,2020-08-11,inactive,,admin,Vollbrechtplatz 0/6,56302,Jüterbog
5b0qittg,TifBis,TiBi0083@stud.hs-kl.de,Tiffany,Bishop,2003-09-18,male,2020-04-08,banned,,admin,Roswita-Rohleder-Straße 39,02881,Gadebusch
1aq8nyqn,JohPöl,JoPö0056@stud.hs-kl.de,Johanne,Pölitz,1972-01-18,diverse,2020-07-10,banned,,user,Försterallee 1/8,80885,Illertissen
6rqk8176,ThéVas,ThVa0069@stud.hs-kl.de,Théodore,Vasseur,1999-01-20,female,2020-01-03,banned,,user,Urs-Dussen van-Allee 2/8,61508,Gerolzhofen
q9snv30d,EriIng,ErIn0007@stud.hs-kl.de,Erica,Ingram,1971-07-10,female,2020-11-03,banned,,user,Weimerstraße 64,79654,Haldensleben
kudowbrw,JörLos,JöLo0086@stud.hs-kl.de,Jörg-Peter,Losekann,2001-01-17,female,2020-06-13,banned,,user,Bergerweg 80,93907,Flöha
